Title,Company,High,Low,Price,Volume,Change,,% Change
BCACU,Bison Capital Acquisition Corp Unit,10.81,10.80,10.81,"4,100",0.19,,1.79,
BCACW,Bison Capital Acquistion Corp Warrant,0.4500,0.4400,0.4500,"4,100",0.0000,,0.00,
BCBP,Bcb Bancorp Inc,15.95,15.60,15.70,"4,927",-0.05,,0.32,
BCLI,Brainstorm Cell,3.300,3.260,3.270,"3,064",-0.020,,0.61,
BCOM,B Communications Ltd,11.30,11.30,11.30,100,-1.60,,12.40,
BCOR,Blucora Inc,24.65,24.35,24.42,"41,971",0.07,,0.29,
BCOV,Brightcove Inc,7.000,6.950,6.950,"1,469",0.000,,0.00,
BCPC,Balchem Cp,83.46,82.40,83.46,"4,085",0.95,,1.15,
BCRX,Biocryst Pharma Inc,5.150,4.880,4.890,"91,914",-0.220,,4.31,
BCTF,Bancorp 34 Inc,15.01,15.00,15.00,"1,600",0.00,,0.00,
BDGE,Bridge Bancorp Inc,33.35,33.25,33.35,"1,921",0.10,,0.30,
BDSI,Biodelivery Sci Intl,2.130,2.050,2.080,"22,399",0.030,,1.46,
BEAT,Biotelemetry Inc,32.00,31.70,31.88,"13,151",0.08,,0.25,
BECN,Beacon Roofing Suppl,54.42,53.62,54.08,"120,405",0.14,,0.26,
BELFA,Bel Fuse Cl A,17.03,17.03,17.03,400,0.01,,0.06,
BELFB,Bel Fuse Inc Cl B,20.25,19.60,20.05,"1,856",0.05,,0.25,
BFIN,Bankfinancial Corpor,16.88,16.68,16.85,"9,179",0.00,,0.00,
BFIT,G-X Health & Wellness Thematic Et,17.71,17.71,17.71,200,0.02,,0.11,
BFRA,Biofrontera Ag ADR,14.61,14.61,14.61,400,-0.69,,4.51,
BGCP,Bgc Partners Cl A,13.44,13.28,13.43,"173,450",0.08,,0.60,
BGFV,Big 5 Sporting,7.400,7.250,7.370,"41,689",-0.030,,0.41,
BGNE,Beigene Ltd Ads,167.0,164.0,164.0,"20,671",-1.0,,0.59,
BHAC,Barington/Hilco Acq,10.70,10.70,10.70,100,0.00,,0.00,
BHACR,Barington/Hilco Rgts,0.3650,0.3400,0.3400,"44,600",0.0000,,0.00,
BHACW,Barington/Hilco Wts,0.2000,0.1800,0.2000,"3,800",0.0100,,5.26,
BHBK,Blue Hills Bancorp,20.95,20.75,20.80,"4,092",0.00,,0.00,
BHF,Brighthouse Financial Inc,51.93,50.66,51.49,"87,284",0.82,,1.62,
BIB,Ultra Nasdaq Biotech Proshares,54.72,52.50,52.50,"46,470",-1.28,,2.38,
BICK,BICK Index Fund FT,30.41,29.29,30.38,"11,900",-0.12,,0.39,
BIDU,Baidu Inc,228.5,224.5,227.2,"550,087",2.9,,1.30,
BIIB,Biogen Inc,273.0,265.8,266.6,"384,606",-5.8,,2.14,
BILI,Bilibili Inc. ADR,11.03,10.75,10.96,"204,129",-0.01,,0.09,
BIOC,Biocept Inc,0.2504,0.2405,0.2480,"264,447",-0.0020,,0.80,
BIOL,Biolase Inc,0.4303,0.4000,0.4020,"15,149",-0.0080,,1.95,
BIOS,Bioscrip Inc,2.420,2.340,2.410,"87,749",0.050,,2.12,
BIS,Ultrashort Biotechnology Proshares,21.82,21.06,21.82,"10,923",0.35,,1.62,
BIVV,Bioverativ Inc,105.0,105.0,105.0,"792,900",0.3,,0.32,
BJRI,Bj's Restaurants Inc,45.65,45.30,45.50,"24,863",0.25,,0.55,
BKCC,Blackrock Cptl Invt,6.120,6.060,6.100,"69,969",0.010,,0.16,
BKEP,Blueknight Energy LP,4.500,4.400,4.500,"2,035",0.100,,2.27,
BKEPP,Blueknight Srs A Uts,7.150,7.130,7.130,"9,560",0.000,,0.00,
BKNG,Booking Holdings Inc.,"2,087","2,071","2,077","65,233",6,,0.29,
BKSC,Bank of So Car Cp,19.90,19.10,19.40,"5,600",-0.40,,2.02,
BKYI,Bio-Key Intl Inc,2.100,2.050,2.050,"5,447",0.010,,0.49,
BL,Blackline Inc,40.27,39.10,39.23,"44,854",0.42,,1.08,
BLBD,Blue Bird Corp,24.15,23.85,23.86,"65,223",0.01,,0.04,
BLCM,Bellicum Pharma Comm,6.910,6.680,6.720,"50,560",-0.090,,1.32,
BLCN,Reality Shares Nasdaq Nextgen Economy,22.54,22.43,22.53,"6,945",0.12,,0.54,
BLDP,Ballard Power Sys,3.430,3.360,3.400,"77,493",0.050,,1.49,
BLDR,Builders Firstsource,20.00,19.65,19.84,"176,802",0.26,,1.33,
BLFS,Biolife Solutions,7.100,6.590,6.590,"54,059",-0.370,,5.32,
BLIN,Bridgeline Digital,2.150,2.100,2.100,"4,000",-0.002,,0.10,
BLKB,Blackbaud Inc,106.1,104.1,104.6,"50,466",1.9,,1.80,
BLMN,Bloomin' Brands Inc,24.82,24.40,24.61,"126,237",-0.10,,0.40,
BLMT,Bsb Bancorp Inc,31.00,31.00,31.00,267,0.40,,1.31,
BLNK,Blink Charging Co,2.740,2.740,2.740,"1,270",0.050,,1.86,
BLNKW,Blink Charging Co. Warrant,0.4378,0.4378,0.4378,959,0.0378,,9.45,
BLPH,Bellerophon Ther Com,2.000,1.920,1.920,"30,256",-0.060,,3.03,
BLRX,Biolinerx Ltd,0.8700,0.8600,0.8700,"54,062",0.0070,,0.81,
BLUE,Bluebird Bio,175.5,169.4,169.9,"198,225",-3.2,,1.87,
BMCH,Bmc Stock Holdings,19.75,19.60,19.70,"16,477",0.15,,0.77,
BMLP,Bank of Montreal BMO Elkhorn DWA MLP,43.29,43.00,43.29,300,-0.67,,1.52,
BMRA,Biomerica Inc,4.090,4.080,4.090,462,0.040,,0.99,
BMRC,Bank of Marin Bancrp,69.60,69.60,69.60,629,0.35,,0.51,
BMRN,Biomarin Pharmaceut,80.05,78.85,79.26,"104,607",0.12,,0.15,
BMTC,Bryn Mawr Bank Corp,44.60,44.10,44.30,"5,992",-0.15,,0.34,
BNCL,Beneficial Bancorp,15.90,15.60,15.67,"33,514",-0.03,,0.19,
BNDX,Total Intl Bond ETF Vanguard,54.61,54.57,54.57,"113,746",-0.13,,0.24,
BNFT,Benefitfocus,23.90,23.30,23.65,"17,329",0.15,,0.64,
BNSO,Bonso Elec Intl In,3.200,3.200,3.200,"1,747",0.000,,0.00,
BNTC,Benitec Biopharm Ads,3.240,3.150,3.240,"1,300",0.030,,0.93,
BNTCW,Benitec Biopharm Wrt,0.4000,0.2400,0.4000,900,0.1800,,81.82,
BOCH,Bank of Commerce Hld,11.45,11.25,11.35,953,0.05,,0.44,
BOFI,Bofi Holding Inc,41.49,40.82,41.27,"196,730",1.21,,3.02,
BOFIL,Bofi Hld Sub Not,25.85,25.71,25.71,"2,900",-0.03,,0.13,
BOJA,Bojangles Inc CS,14.20,13.75,14.05,"137,226",0.25,,1.81,
BOKF,Bok Financial Corp,100.26,99.58,99.87,"11,241",-0.03,,0.03,
BOKFL,Bok Financial Corp,25.08,25.08,25.08,212,0.00,,0.02,
BOLD,Audentes Therapeutics Inc,30.00,28.94,29.09,"13,510",-0.53,,1.79,
BOMN,Boston Omaha Corporation Class A,26.07,25.01,25.24,"9,985",-0.56,,2.17,
BOOM,Dynamic Materials,26.78,26.05,26.20,"9,911",-0.25,,0.95,
BOSC,Bos Better Online,2.190,2.160,2.190,"1,500",0.010,,0.46,
BOTJ,Bank of The Jame Fnl,15.20,15.19,15.19,"1,700",-0.01,,0.07,
BOTZ,G-X Robotics & Artificial Intel Thmtc,23.52,23.42,23.45,"198,408",0.07,,0.30,
BOXL,Boxlight Corporation Class A,3.520,3.180,3.260,"2,267",-0.910,,21.82,
BPFH,Boston Pvt Finl Hldg,15.50,15.10,15.30,"37,954",-0.03,,0.16,
BPFHP,Boston Private Dep S,25.32,25.30,25.30,"1,200",-0.19,,0.75,
BPFHW,Boston Private Wts,9.150,8.790,9.120,"9,600",-0.540,,5.59,
BPMC,Blueprint Medi Cm ST,98.78,95.00,95.00,"40,366",-2.80,,2.86,
BPOP,Popular Inc,43.34,42.85,43.13,"33,260",0.22,,0.51,
BPOPM,Popular Inc Trust II,22.45,22.45,22.45,900,-0.10,,0.44,
BPOPN,Popular Inc Trust I,24.40,24.40,24.40,"1,019",-0.07,,0.29,
BPRN,Bank of Princeton,34.00,34.00,34.00,257,-0.49,,1.42,
BPTH,Bio-Path Holdings,2.090,2.000,2.070,"157,283",0.070,,3.50,
BPY,Brookfield Property Partners L,19.02,18.80,18.98,"92,385",0.01,,0.05,
BRAC,Black Ridge Acquisition Corp,9.720,9.720,9.720,"5,100",0.030,,0.31,
BRACR,Black Ridge Acquisition Corp Right,0.3000,0.3000,0.3000,100,-0.0100,,3.23,
BRACU,Black Ridge Acquisition Corp Unit,10.44,10.42,10.44,"3,600",0.02,,0.19,
BRACW,Black Ridge Acquisition Corp Warrant,0.4000,0.4000,0.4000,"45,000",-0.0300,,6.98,
BREW,Craft Brew Alliance,18.95,18.70,18.95,"2,650",0.10,,0.53,
BRID,Bridgford Foods Cp,14.50,14.21,14.21,"1,100",-0.31,,2.13,
BRKL,Brookline Bancorp,16.40,16.15,16.15,"18,407",-0.10,,0.62,
BRKR,Bruker Corp,30.39,30.01,30.30,"36,154",0.22,,0.73,
BRKS,Brooks Automation,26.76,26.40,26.45,"44,546",0.05,,0.19,
BRPA,Big Rock Partners Acquisition Corp,9.830,9.780,9.830,"25,500",0.050,,0.51,
BRPAR,Big Rock Partners Acquisition Corp Right,0.4100,0.4000,0.4100,"2,000",-0.0100,,2.38,
BRPAU,Big Rock Partners Acquisition Corp Unit,10.41,10.33,10.41,"2,300",0.07,,0.68,
BRPAW,Big Rock Partners Acquisition Corp,0.4500,0.4000,0.4500,"44,600",0.0500,,12.50,
BRQS,Borqs Technologies Inc,9.750,9.100,9.750,"2,500",0.250,,2.63,
BSET,Bassett Furniture,31.10,30.10,30.51,"10,650",0.21,,0.69,
BSF,Bear State Fin Inc,10.29,10.27,10.29,"2,908",0.02,,0.19,
BSPM,Biostar Pharmaceutic,2.970,2.830,2.970,"12,527",0.090,,3.13,
BSQR,Bsquare Corp,4.200,4.200,4.200,"2,065",0.100,,2.44,
BSRR,Sierra Bancorp,26.68,26.03,26.66,"1,322",0.16,,0.60,
BSTC,Biospecifics Tech Cp,43.83,43.29,43.83,485,-0.26,,0.59,
BTAI,Bioxcel Therapeutics Inc.,10.96,10.50,10.74,"8,543",0.24,,2.29,
BTEC,Principal Healthcare Innovators Index,32.31,32.31,32.31,154,0.76,,2.41,
BUFF,Blue Buffalo Pet,39.94,39.92,39.94,"687,206",-0.01,,0.01,
BUR,Burcon Nutrascience,0.4179,0.3801,0.4016,"27,406",-0.0084,,2.05,
BURG,Chanticleer Hldgs,3.600,3.550,3.550,"1,260",-0.040,,1.11,
BUSE,First Busey Corp,30.37,30.15,30.17,"4,147",-0.01,,0.03,
BVSN,Broadvision Inc,2.450,2.350,2.400,"5,040",0.050,,2.13,
BVXV,Biondvax Pharma Ads,5.980,5.850,5.850,331,-0.030,,0.51,
BVXVW,Biondvax Pharma WT,1.310,1.210,1.210,"5,800",-0.240,,16.55,
BWB,Bridgewater Bancshares Inc.,13.06,12.95,12.99,"8,013",0.04,,0.31,
BWEN,Broadwind Energy Inc,2.200,2.140,2.140,"10,225",-0.040,,1.83,
BWFG,Bankwell Financial,32.45,32.00,32.00,670,-0.35,,1.08,
BWINA,Baldwin Lyons Cl A,23.40,23.05,23.05,400,0.55,,2.44,
BWINB,Baldwin Lyons Cl B,23.55,23.20,23.45,"6,525",-0.15,,0.64,
BYBK,Bay Bancorp Inc,13.50,13.35,13.50,"16,800",0.10,,0.75,
BYFC,Broadway Fin Cp,2.140,1.960,2.140,"1,400",0.020,,0.94,
BYSI,Beyondspring Inc Ordinary Shares,27.00,26.93,26.93,"2,891",-0.07,,0.26,
BZUN,Baozun Inc Ads,45.92,44.59,44.98,"328,457",0.29,,0.65,
CA,CA Inc,34.11,33.77,33.77,"264,827",-0.07,,0.21,
CAAS,China Automotive Sys,4.320,4.290,4.320,"3,180",0.000,,0.00,
CAC,Camden Natl Cp,44.97,44.20,44.91,"1,492",0.41,,0.92,
CACC,Credit Acceptance,326.0,320.0,325.4,"9,060",2.8,,0.88,
CACG,Legg Clearbridge All Cap Growth ETF,28.30,27.54,28.30,"2,800",0.61,,2.20,
CADC,China Advanced Const,2.150,2.050,2.150,"1,597",0.050,,2.40,
CAFD,8Point3 Energy Cl A,12.00,11.88,11.98,"19,883",0.08,,0.67,
CAKE,Cheesecake Fact,51.32,50.05,51.31,"409,001",1.30,,2.60,
CALA,Calithera Biosci Com,6.240,5.970,6.000,"59,647",-0.150,,2.44,
CALD,Callidus Software,36.00,35.90,36.00,"1,927,600",0.03,,0.07,
CALI,China Auto Logistics,2.940,2.700,2.890,"34,241",0.020,,0.70,
CALL,Magicjack Vocaltec L,8.450,8.400,8.450,"6,000",0.000,,0.00,
CALM,Cal-Maine Foods In,48.25,46.20,46.75,"77,928",-1.20,,2.50,
CAMP,Calamp Corp,22.90,22.45,22.64,"23,580",0.14,,0.62,
CAMT,Camtek Ltd,6.740,6.590,6.710,"25,305",0.030,,0.45,
CAPR,Capricor Therap,1.380,1.330,1.380,"31,733",0.010,,0.73,
CAR,Avis Budget Group I,49.70,49.02,49.26,"111,814",0.27,,0.55,
CARA,Cara Therapeutics,12.37,12.07,12.12,"94,670",-0.15,,1.22,
CARB,Carbonite Inc,29.94,29.20,29.20,"47,724",0.05,,0.17,
CARG,Cargurus Inc Class A,37.76,36.82,37.24,"4,467",0.33,,0.89,
CARO,Carolina Financial Corp,39.75,39.58,39.66,"6,857",0.15,,0.38,
CART,Carolina Trust Bank,9.430,9.340,9.380,"1,800",0.120,,1.30,
CARV,Carver Bancorp,2.780,2.620,2.660,"6,703",-0.010,,0.37,
CARZ,Nasdaq Global Auto Index Fund FT,41.60,40.42,41.60,"2,700",0.60,,1.45,
CASA,Casa Systems Inc,29.37,28.63,28.75,"68,745",0.28,,0.98,
CASC,Cascadian Therapeutics Inc,10.03,9.99,10.02,"438,200",0.02,,0.20,
CASH,Meta Financial Grp,113.6,112.1,113.6,"6,012",0.8,,0.66,
CASI,Casi Phrmactcls Inc,6.350,5.820,5.870,"782,786",-0.530,,8.28,
CASM,Cas Medical Sys Inc,1.299,1.262,1.295,734,0.025,,1.98,
CASS,Cass Information Sys,59.37,58.42,58.42,267,-0.82,,1.38,
CASY,Casey's General Stor,109.3,107.0,107.8,"58,875",-1.8,,1.63,
CATB,Catabasis Pharma,1.880,1.770,1.860,"59,595",0.060,,3.33,
CATC,Cambridge Bancorp,84.25,84.25,84.25,362,-0.14,,0.17,
CATH,G-X S&P; 500 Catholic Values ETF,32.77,32.65,32.68,"15,102",0.19,,0.57,
CATM,Cardtronics Inc,23.20,22.88,22.95,"65,247",0.05,,0.22,
CATS,Catasys Inc,4.740,4.740,4.740,179,-0.010,,0.21,
CATY,Cathay Genl Bncp,40.17,39.82,39.90,"12,701",-0.03,,0.08,
CAVM,Cavium Inc,79.24,78.26,78.60,"195,239",0.64,,0.82,
CBAK,China Bak Battery,1.400,1.350,1.350,"6,763",0.000,,0.00,
CBAN,Colony Bankcorp Inc,16.35,15.01,16.35,"5,800",1.00,,6.51,
CBAY,Cymabay Therapeutics,11.86,11.38,11.38,"109,522",-0.28,,2.40,
CBFV,Cb Financial Svc,31.20,30.95,30.95,"2,287",-0.46,,1.46,
CBIO,Catalyst Bio,24.81,24.20,24.21,"8,696",-0.27,,1.10,
CBLI,Cleveland Biolabs,3.030,3.000,3.000,477,-0.040,,1.32,
CBMG,Cellular Biomedicine,18.45,18.00,18.40,"4,269",0.15,,0.82,
CBOE,CBOE Global Markets Inc,112.4,111.1,111.7,"139,413",0.5,,0.41,
CBPO,China Biologic Produ,84.55,83.61,84.19,"13,349",0.08,,0.10,
CBRL,Cracker Barrel,164.0,162.2,163.6,"61,016",0.5,,0.29,
CBSH,Commerce Bancshares,60.23,59.56,59.72,"52,948",-0.11,,0.18,
CBSHP,Commerce BNC B Dep,25.87,25.65,25.72,"3,300",-0.02,,0.06,
CBTX,Cbtx Inc,29.50,28.77,29.18,"7,561",-0.24,,0.82,
CCBG,Capital City Bank Gr,24.75,24.59,24.72,"3,182",0.05,,0.20,
CCCL,China Ceramics Co,1.490,1.380,1.420,"12,800",0.050,,3.65,
CCCR,China Commercial Cre,1.260,1.180,1.210,"13,187",0.010,,0.83,
CCD,Calams Dy Cnv In,19.91,19.82,19.88,"19,042",0.16,,0.81,
CCIH,Chinacache Hldgs ADR,1.110,1.050,1.050,"19,759",-0.040,,3.67,
CCLP,CSI Compressco,7.380,7.100,7.140,"36,166",-0.200,,2.72,
CCMP,Cabot Microelectron,108.2,105.0,107.3,"12,148",0.7,,0.66,
CCNE,Cnb Financial Corp,28.60,28.10,28.60,460,-0.68,,2.32,
CCOI,Cogent Comm Hldgs,45.25,44.33,45.10,"22,001",0.65,,1.46,
CCRC,China Customer Ord,17.20,16.23,16.88,"155,975",0.75,,4.65,
CCRN,Cross Ctry Hlthcr,11.26,11.03,11.26,"14,279",0.21,,1.90,
CCUR,Concurrent Computer,5.300,4.850,4.850,"278,800",-0.500,,9.35,
CCXI,Chemocentryx Inc,13.16,12.76,12.82,"38,087",0.02,,0.16,
CDC,Victory US Eqty Income Ehnd Vol Wtd ETF,45.54,45.35,45.47,"6,402",0.05,,0.11,
CDEV,Centennial Resource Development Inc,17.44,17.08,17.40,"337,573",0.31,,1.81,
CDK,Cdk Global Inc,64.47,63.25,64.28,"120,383",0.55,,0.86,
CDL,Victory US Largecap Hi Div Vol Wtd ETF,44.42,44.30,44.30,"1,173",0.04,,0.09,
CDLX,Cardlytics Inc.,14.60,14.18,14.18,"12,413",0.04,,0.28,
CDMO,Avid Bioservices Inc.,3.400,3.310,3.400,"105,188",0.000,,0.00,
CDMOP,Avid Bioservices Inc.,24.95,24.84,24.84,"1,557",-0.02,,0.08,
CDNA,Caredx Inc,8.500,7.950,8.170,"90,391",-0.320,,3.77,
CDNS,Cadence Design Sys,37.52,37.10,37.23,"805,944",0.55,,1.50,
CDTI,Clean Diesel Technol,0.8300,0.7900,0.8300,"28,833",0.0100,,1.22,
CDTX,Cidara Thera,4.250,3.950,4.200,"154,704",0.200,,5.00,
CDW,CDW Corp,70.04,69.17,69.88,"75,398",0.30,,0.43,
CDXC,Chromadex Corp CS,4.400,4.060,4.070,"62,258",-0.070,,1.69,
CDXS,Codexis Inc,10.95,10.70,10.70,"28,903",-0.10,,0.93,
CDZI,Cadiz Inc,13.72,13.60,13.65,"24,231",0.00,,0.00,
CECE,C E C O Envir,4.710,4.600,4.640,"15,118",-0.020,,0.43,
CECO,Career Education,13.22,13.07,13.16,"14,321",0.07,,0.53,
CELC,Celcuity Inc,16.55,16.40,16.51,"2,498",0.01,,0.06,
CELG,Celgene Corp,91.14,89.15,89.17,"2,551,692",-1.30,,1.44,
CELGZ,Celgene Cp Cvr,0.2600,0.2500,0.2500,"50,500",-0.0100,,3.85,
CELH,Celsius Holdings Inc,4.540,4.490,4.540,"1,899",0.040,,0.89,
CEMI,Chembio Diagnostics,8.100,8.050,8.050,"5,338",-0.050,,0.62,
CENT,Central Garden,42.82,42.48,42.67,"4,167",0.41,,0.97,
CENTA,Central Garden & Pet,39.67,39.26,39.56,"13,081",0.47,,1.20,
CENX,Century Aluminum C,17.46,16.92,17.35,"302,945",0.51,,3.03,
CERC,Cerecor Inc,4.380,4.300,4.350,"7,127",0.070,,1.64,
CERCW,Cerecor Inc Cl A WT,0.4250,0.3500,0.3500,"3,200",-0.0200,,5.41,
CERN,Cerner Corp,58.44,57.63,57.93,"674,010",0.22,,0.38,
CERS,Cerus Corp,5.480,5.290,5.290,"186,121",-0.060,,1.12,
CETV,Central EUR Med A,4.050,3.950,4.000,"38,399",0.050,,1.27,
CETX,Cemtrex Inc,2.810,2.730,2.770,"7,713",0.050,,1.84,
CETXP,Cemtrex Inc Series 1 Pfd.,5.950,5.550,5.550,"2,600",-0.700,,11.20,
CETXW,Cemtrex Inc Series 1 Warrant,0.4100,0.3500,0.3500,730,-0.0600,,14.63,
CEVA,Ceva Inc,37.30,36.75,37.07,"18,782",0.22,,0.60,
CEY,Victoryshares Emerging Market High Div,26.58,26.58,26.58,200,-0.05,,0.19,
CEZ,Victory EM Vol Wtd ETF,29.63,29.61,29.61,800,0.27,,0.91,
CFA,Victory US 500 Vol ETF ETF,49.15,48.86,49.08,"12,355",0.12,,0.25,
CFBI,Community First Bancshares Inc,11.48,11.30,11.48,200,0.24,,2.14,
CFBK,Central Fed Cp,2.310,2.310,2.310,665,0.000,,0.00,
CFFI,C&F; Financial Corp,54.05,53.30,53.90,"2,585",0.45,,0.84,
CFFN,Capitol Fed Finl Inc,12.56,12.43,12.47,"45,689",0.01,,0.08,
CFMS,Conformis Inc CS,1.430,1.400,1.420,"9,489",0.010,,0.71,
CFO,Victory US 500 Ehnd Vol Wtd ETF,49.18,48.96,49.09,"4,602",0.19,,0.39,
CFRX,Contrafect,1.700,1.600,1.650,"53,316",0.010,,0.61,
CG,The Carlyle Group,21.25,20.85,20.98,"56,448",-0.12,,0.57,
CGBD,Tcg Bdc Inc,18.00,17.76,17.76,"11,690",-0.18,,1.00,
CGEN,Compugen Ltd,5.000,4.540,4.620,"144,361",-0.070,,1.49,
CGIX,Cancer Genetics Inc,1.300,1.150,1.200,"45,270",-0.050,,4.00,
CGNT,Cogentix Medical In,3.910,3.890,3.900,"29,226",0.000,,0.00,
CGNX,Cognex Cp,51.78,50.50,51.64,"405,067",1.46,,2.91,
CGO,Calamos Glb Ttl Rtn,14.33,14.22,14.25,"3,760",-0.07,,0.49,
CHCI,Comstock Hldgs Cos,1.870,1.790,1.830,"14,112",0.050,,2.81,
CHCO,City Holding Co,71.27,69.80,70.15,"9,590",-0.11,,0.16,
CHDN,Churchill Downs In,243.8,242.0,243.5,"12,776",3.1,,1.29,
CHEF,The Chefs Warehouse,24.70,23.27,24.40,"9,295",-0.25,,1.01,
CHEK,Check-Cap Ltd Ord,5.400,3.830,3.830,"60,961",-1.370,,26.35,
CHEKW,Check-Cap Ltd A WT,0.3300,0.1200,0.1200,500,-0.2000,,62.50,
CHFC,Chemical Financial,55.07,54.49,54.57,"17,019",0.02,,0.04,
CHFN,Charter Finl Corp,21.89,21.70,21.81,"6,049",0.17,,0.79,
CHFS,Chf Solutions Inc,3.550,2.850,2.950,"3,979,246",0.290,,10.90,
CHI,Calamos Cv Opp & Inc,11.20,11.16,11.18,"30,082",0.03,,0.27,
CHKE,Cherokee Inc,1.300,1.300,1.300,598,-0.050,,3.70,
CHKP,Check Point Software,100.9,100.0,100.2,"109,058",-0.3,,0.31,
CHMA,Chiasma Inc,1.600,1.500,1.550,"2,092",-0.050,,3.13,
CHMG,Chemung Financial Cp,46.92,46.12,46.60,"6,100",0.52,,1.13,
CHNR,China Natural Res,2.000,1.980,1.980,545,0.030,,1.54,
CHRS,Coherus Bio,11.95,11.60,11.75,"53,108",-0.10,,0.84,
CHRW,C.H. Robinson Ww,94.98,92.61,92.79,"241,065",-1.57,,1.66,
CHSCL,CHS B Cum Pfd Srs 4,27.80,27.75,27.80,"1,248",0.00,,0.00,
CHSCM,CHS Pfd Clb Ser3,26.87,26.71,26.71,852,-0.16,,0.60,
CHSCN,CHS Inc Pfd B Srs 2,27.97,27.97,27.97,347,-0.18,,0.64,
CHSCO,CHS Inc Cl B Pfd,29.14,29.10,29.14,708,0.04,,0.14,
CHSCP,CHS Inc Cum Pfd,29.98,29.93,29.98,222,0.00,,0.00,
CHTR,Charter Communicatio,316.7,311.9,313.0,"114,630",1.3,,0.43,
CHUBA,Commercehub Inc,22.60,22.55,22.56,"60,132",-0.02,,0.09,
CHUBK,Commercehub Inc,22.63,22.51,22.51,"115,481",0.00,,0.00,
CHUY,Chuy's Holdings Inc,26.80,26.55,26.75,"6,916",0.15,,0.56,
CHW,Calamos Gbl Dyn Inc,9.110,8.950,9.000,"30,417",0.020,,0.22,
CHY,Calamos Cv & High In,11.84,11.76,11.80,"30,187",0.01,,0.08,
CIBR,Nasdaq Cybersecurity ETF FT,25.43,25.15,25.34,"14,032",0.23,,0.92,
CID,Victory Intl Hi Div Vol Wtd ETF,35.48,35.48,35.48,125,0.16,,0.46,
CIDM,Cinedigm Corp,1.400,1.350,1.400,"2,279",0.010,,0.72,
CIFS,China Internet Nationwide Financial,32.54,32.00,32.27,"20,818",0.17,,0.53,
CIGI,Colliers Intl Grp In,71.10,70.35,70.35,"2,281",0.05,,0.07,
CIL,Victory Intl Vol Wtd ETF,40.15,40.15,40.15,100,-0.17,,0.42,
CINF,Cincinnati Financial,74.73,73.83,74.19,"38,556",0.29,,0.39,
CIU,Interm Credit Bd Ishares,106.8,106.8,106.8,"36,045",0.0,,0.01,
CIVB,Civista Bncshrs,23.26,23.02,23.17,853,-0.04,,0.17,
CIVBP,Civista Bancshrs Dep,73.07,71.57,72.50,"4,300",-1.20,,1.63,
CIZ,Victory Dev Enhd Vol Wtd ETF,34.99,34.76,34.76,843,-0.06,,0.17,
CIZN,Citizens Hldg Co,22.42,22.40,22.40,800,0.55,,2.52,
CJJD,China Jojo Drugstore,1.350,1.350,1.350,176,-0.010,,0.74,
CKPT,Checkpoint Therapeutics Inc,4.330,4.130,4.330,"1,656",0.130,,3.10,
CLAR,Clarus Corp,6.850,6.750,6.770,"2,920",0.000,,0.00,
CLBS,Caladrius Bio,5.480,5.260,5.480,"1,587",0.140,,2.62,
CLCT,Collectors Universe,16.41,16.15,16.40,"6,498",0.27,,1.67,
CLDC,China Lending Corp,1.960,1.960,1.960,100,0.130,,7.10,
CLDX,Celldex Therapeutics,2.190,2.090,2.090,"251,513",-0.070,,3.24,
CLFD,Clearfield Inc,13.05,12.60,13.05,"6,082",0.45,,3.57,
CLGN,Collplant Holdings Ltd.,6.500,6.500,6.500,"1,000",-0.200,,2.99,
CLIR,Clearsign Combustion,2.150,1.950,2.100,"21,014",0.000,,0.00,
CLIRW,Clearsign Combustion Corporation Warrant,0.8400,0.5000,0.7750,"1,500",-0.0550,,6.63,
CLLS,Cellectis S.A. Ads,32.15,30.56,31.15,"1,832,797",-1.95,,5.89,
CLMT,Calumet Specialty Pr,7.050,6.950,7.000,"11,984",0.100,,1.45,
CLNE,Clean Energy Fuels,1.630,1.580,1.610,"174,208",0.020,,1.26,
CLRB,Cellectar Biosc,1.130,1.100,1.110,"18,980",-0.010,,0.89,
CLRBW,Cellectar Biosc WT,0.1200,0.1200,0.1200,"1,400",-0.0400,,25.00,
CLRBZ,Cellectar Bio Sra WT,0.4800,0.4200,0.4800,"10,500",0.0300,,6.67,
CLRG,IQ Chaikin U.S. Large Cap ETF,25.36,25.26,25.31,"13,100",0.20,,0.80,
CLRO,Clearone Inc,7.500,7.200,7.200,"3,034",0.000,,0.00,
CLSD,Clearside Biomedi,11.07,10.70,10.75,"47,521",0.06,,0.56,
CLSN,Celsion Corp,2.310,2.220,2.250,"20,256",0.050,,2.27,
CLUB,Town Sports Internat,8.350,8.150,8.300,"45,573",0.200,,2.47,
CLVS,Clovis Oncology Inc,53.77,52.20,52.48,"235,708",-0.45,,0.85,
CLWT,Euro Tech Hldg,2.250,2.240,2.250,"2,433",0.050,,2.27,
CLXT,Calyxt Inc,16.01,15.65,15.74,"7,310",0.32,,2.08,
CMCO,Columbus Mckinnon,35.79,35.30,35.44,"12,334",0.14,,0.40,
CMCSA,Comcast Corp A,34.81,34.49,34.52,"3,971,613",0.21,,0.61,
CMCT,Cim Commercial TR Cp,14.00,13.95,13.95,"1,475",-0.15,,1.06,
CME,CME Group Inc,162.5,160.8,162.1,"230,624",1.6,,1.00,
CMFN,Cm Finance,8.750,8.400,8.550,"11,250",-0.050,,0.58,
